applied_displacement applied_load D_zmin[0] D_zmin[1] D_zmin[2] D_zmin.two_norm() D_zmax[0] D_zmax[1] D_zmax[2] D_zmax.two_norm() Max_F_FT Max_F_FC Max_F_MT Max_F_MC furtado_tension_fibre furtado_compression_fibre furtado_tension_matrix furtado_compression_matrix max_von_mises max_damage_cohesive max_predamage_cohesive Strain_zmidTop Strain_zmidBot time_per_increment tot_iteration time_coarse_space time_post_processing coarse_space_size D_xmin[0] D_xmin[1] D_xmin[2] D_xmin.two_norm() D_xmax[0] D_xmax[1] D_xmax[2] D_xmax.two_norm() Max_Tau Max_F_33 Max_F_CZ Displacement_DIC[0] Displacement_DIC[1] Displacement_DIC[2] Displacement_DIC.two_norm() 
-0.05 9163.13 -0.0162857 -0.000447269 0.000534453 0.0163006 -0.0105752 -0.00104134 -0.0832744 0.0839497 0.000112892 0.000301331 0.000120497 8.966e-05 0.0053662 0.0185383 0.0731511 0.0100309 40.596 0 0 -0.000255228 -0.000147597 1482.26 48 872.04 0.0537024 9600 0.0632535 0.00157139 0.0220246 0.0669967 0.0631875 0.00140879 0.0220655 0.0669442 0.588249 0.00807467 0.00608969 0.00552979 0.000836202 0.0460555 0.0463938 
-0.0507812 9289.32 -0.0169629 -0.000448968 0.000587029 0.0169789 -0.0107385 -0.00122355 -0.0845128 0.0852011 0.000116235 0.000330688 0.000123558 9.96088e-05 0.00543073 0.0194113 0.073372 0.0104879 42.5272 0 0 -0.000259226 -0.000149591 2890.11 17 2689.36 0.0417809 9600 0.0646432 0.00165669 0.0223347 0.0684129 0.0645762 0.00149652 0.0223774 0.0683599 0.588249 0.00819218 0.00608969 0.00561551 0.000948762 0.0467383 0.047084 
-0.0515625 9439.58 -0.0175638 -0.000446538 0.000629246 0.0175807 -0.0111538 -0.00119148 -0.0858823 0.0866118 0.000119959 0.000353343 0.000127795 9.96088e-05 0.00551945 0.0200662 0.0742544 0.0108386 43.958 0 0 -0.000263625 -0.000151949 406.838 10 287.938 0.048616 9600 0.0661179 0.00161054 0.0226984 0.0699242 0.0660498 0.00145024 0.0227411 0.0698702 0.588249 0.00836597 0.00608969 0.00584698 0.000936362 0.047495 0.0478627 
-0.0523437 9570.53 -0.0178666 -0.000444336 0.000643722 0.0178837 -0.0111707 -0.00124782 -0.0871105 0.0878326 0.000123611 0.000372479 0.000132156 0.000103189 0.00558688 0.0206006 0.0750457 0.0111197 45.133 0 0 -0.000267362 -0.000154027 451.966 13 289.079 0.0476399 9600 0.0671366 0.00164951 0.0230173 0.0709918 0.0670676 0.00149312 0.0230605 0.0709371 0.588249 0.00847989 0.00608969 0.00585329 0.000969045 0.0481745 0.0485385 
-0.053125 9713.67 -0.0183255 -0.000448382 0.000672546 0.0183433 -0.01146 -0.00128219 -0.08843 0.0891787 0.00012713 0.000390228 0.000136169 0.000104773 0.00567074 0.0210834 0.0755432 0.0113775 46.1952 0 0 -0.000271532 -0.000156295 462.746 14 288.798 0.047992 9600 0.0683721 0.00166278 0.0233636 0.0722729 0.068302 0.00150472 0.0234076 0.0722174 0.588249 0.00861409 0.00608969 0.0060106 0.000994497 0.0489032 0.0492812 
-0.0539062 9870.18 -0.018788 -0.000440702 0.00070035 0.0188062 -0.0117957 -0.00119448 -0.0898102 0.0905894 0.00013113 0.000411431 0.000141596 0.000107775 0.0057669 0.0216506 0.0761257 0.0116777 47.4314 0 0 -0.000275978 -0.000158757 437.02 12 288.578 0.0469606 9600 0.0696681 0.00157229 0.0237373 0.0736178 0.0695969 0.00141507 0.023782 0.0735617 0.588249 0.00872973 0.00608969 0.00619558 0.000946846 0.0496673 0.0500612 
-0.0540039 9878 -0.0187471 -0.000439984 0.000695122 0.0187651 -0.0116741 -0.00123545 -0.0899166 0.0906797 0.000131385 0.000412845 0.000141596 0.000108672 0.00576829 0.0216865 0.0761775 0.0116957 47.5134 0 0 -0.000276252 -0.00015892 878.075 2 855.858 0.0450608 9600 0.0696647 0.00160349 0.0237622 0.0736232 0.0695934 0.00144811 0.0238073 0.0735672 0.588249 0.00872973 0.00608969 0.00612591 0.000969222 0.0497265 0.0501118 
-0.0540161 9884.4 -0.018813 -0.00043867 0.000700993 0.0188311 -0.0117328 -0.00121589 -0.0899611 0.0907311 0.000131483 0.000415268 0.000141778 0.000108672 0.00577287 0.0217501 0.0762018 0.0117282 47.6521 0 0 -0.000276434 -0.000158999 932.769 8 834.837 0.0413028 9600 0.0697665 0.00158415 0.0237749 0.0737233 0.0696952 0.00142871 0.02382 0.0736672 0.588249 0.00872973 0.00608969 0.00615954 0.000958133 0.0497511 0.0501401 
-0.0540283 9885.77 -0.0187704 -0.000435973 0.00069656 0.0187884 -0.0116627 -0.00121887 -0.0899694 0.0907304 0.000131505 0.000415557 0.000141924 0.000108672 0.00577287 0.0217575 0.0762275 0.0117321 47.6687 0 0 -0.000276445 -0.000159026 267.493 1 256.707 0.0485793 9600 0.0697244 0.00157875 0.0237785 0.0736845 0.0696531 0.0014247 0.0238236 0.0736284 0.588249 0.00872973 0.00608969 0.00612085 0.000957658 0.0497565 0.0501408 
-0.0540405 9887.15 -0.0188056 -0.000437776 0.000699905 0.0188237 -0.0117041 -0.00122085 -0.0899911 0.0907573 0.000131568 0.000415923 0.000141924 0.000108672 0.00577376 0.0217666 0.0762275 0.0117369 47.6897 0 0 -0.000276522 -0.000159052 266.315 1 256.104 0.0475949 9600 0.069771 0.00158607 0.0237826 0.0737301 0.0696997 0.00143127 0.0238278 0.073674 0.588249 0.00872973 0.00608969 0.00614311 0.000960403 0.0497679 0.0501548 
-0.0540527 9890.58 -0.0188448 -0.000437739 0.000703442 0.018863 -0.0117392 -0.00122042 -0.0900201 0.0907905 0.000131649 0.000417126 0.000141924 0.000108672 0.00577627 0.0217978 0.0762275 0.011753 47.7586 0 0 -0.000276635 -0.000159098 301.718 4 253.554 0.0469301 9600 0.0698293 0.00158241 0.0237902 0.0737875 0.0697579 0.00142739 0.0238354 0.0737315 0.588249 0.00872973 0.00608969 0.00616283 0.000960734 0.0497837 0.0501729 
-0.0540649 9891.98 -0.0188407 -0.000437265 0.000702866 0.0188589 -0.0117259 -0.00122126 -0.0900351 0.0908037 0.000131687 0.000417402 0.000141924 0.000108672 0.00577641 0.0218045 0.0762275 0.0117567 47.7743 0 0 -0.000276678 -0.000159125 269.459 1 258.298 0.0486708 9600 0.0698327 0.00158295 0.023794 0.073792 0.0697613 0.00142827 0.0238393 0.073736 0.588249 0.00872973 0.00608969 0.00615533 0.000960929 0.0497921 0.0501804 
-0.0540771 9893.43 -0.0188417 -0.000437047 0.00070277 0.0188598 -0.0117169 -0.00122451 -0.090051 0.0908183 0.000131734 0.000417711 0.000141924 0.000108672 0.00577698 0.0218122 0.0762275 0.0117607 47.7921 0 0 -0.000276725 -0.000159151 268.856 1 257.431 0.0461414 9600 0.0698409 0.0015849 0.023798 0.0738011 0.0697695 0.00143043 0.0238433 0.0737451 0.588249 0.00872975 0.00608969 0.00615018 0.000962692 0.049801 0.0501885 
-0.0540894 9895.55 -0.0188416 -0.000436227 0.000702508 0.0188597 -0.0117177 -0.00122758 -0.0900684 0.0908357 0.00013179 0.000418291 0.000141924 0.000108672 0.00577826 0.0218268 0.0762275 0.0117683 47.8253 0 0 -0.000276779 -0.000159182 280.69 2 258.14 0.0474886 9600 0.0698505 0.00158319 0.023803 0.0738118 0.0697791 0.00142912 0.0238483 0.0737557 0.588249 0.00873042 0.00608969 0.00615065 0.000964087 0.0498105 0.0501981 
